efoId,efoName,GeneId,source,score,evidenceCount,lcc_sig
EFO_0000275,atrial fibrillation,GMCL1,genetic_association,0.403876957784849,6,False
EFO_0000275,atrial fibrillation,TBX5,genetic_association,0.821234621315155,12,False
EFO_0000275,atrial fibrillation,MYH7,genetic_association,0.394657784523372,4,False
EFO_0000275,atrial fibrillation,LRRC74A,genetic_association,0.119214268090285,3,False
EFO_0000275,atrial fibrillation,CHGA,genetic_association,0.12919568185127,2,False
EFO_0000275,atrial fibrillation,ITPK1,genetic_association,0.396138720757274,2,False
EFO_0000275,atrial fibrillation,MTHFD1,genetic_association,0.131956266738912,7,False
EFO_0000275,atrial fibrillation,SLCO4A1,genetic_association,0.27370462609378,1,False
EFO_0000275,atrial fibrillation,FERMT1,genetic_association,0.119099088019973,2,False
EFO_0000275,atrial fibrillation,SNTA1,genetic_association,0.437710174280367,1,False
EFO_0000275,atrial fibrillation,SMAD7,genetic_association,0.751077388240155,4,False
EFO_0000275,atrial fibrillation,TNFSF13B,genetic_association,0.115566394080913,1,False
EFO_0000275,atrial fibrillation,SGCG,genetic_association,0.331713369992713,4,False
EFO_0000275,atrial fibrillation,RPGRIP1L,genetic_association,0.164761383740516,1,False
EFO_0000275,atrial fibrillation,HERC1,genetic_association,0.20594880542053,3,False
EFO_0000275,atrial fibrillation,FAH,genetic_association,0.139629422091086,2,False
EFO_0000275,atrial fibrillation,CEMIP,genetic_association,0.124630024800103,1,False
EFO_0000275,atrial fibrillation,SQLE,genetic_association,0.382750007260526,2,False
EFO_0000275,atrial fibrillation,FGL1,genetic_association,0.274754477213251,2,False
EFO_0000275,atrial fibrillation,ASAH1,genetic_association,0.468020317764489,4,False
EFO_0000275,atrial fibrillation,MYH14,genetic_association,0.187488264706632,3,False
EFO_0000275,atrial fibrillation,KLF1,genetic_association,0.17900259841168,1,False
EFO_0000275,atrial fibrillation,SUGP1,genetic_association,0.139264021052034,1,False
EFO_0000275,atrial fibrillation,CDK6,genetic_association,0.380679528951721,2,False
EFO_0000275,atrial fibrillation,HBP1,genetic_association,0.112113975360981,1,False
EFO_0000275,atrial fibrillation,CAV2,genetic_association,0.357757486606326,3,False
EFO_0000275,atrial fibrillation,CAV1,genetic_association,0.8220868539071451,17,False
EFO_0000275,atrial fibrillation,BCL7B,genetic_association,0.170392768721617,2,False
EFO_0000275,atrial fibrillation,TBL2,genetic_association,0.14568169145473,2,False
EFO_0000275,atrial fibrillation,LHX3,genetic_association,0.40512454933016,1,False
EFO_0000275,atrial fibrillation,GBF1,genetic_association,0.197486109253438,2,False
EFO_0000275,atrial fibrillation,ANKRD26,genetic_association,0.169417844688058,1,False
EFO_0000275,atrial fibrillation,NEURL1,genetic_association,0.8254345962280161,13,False
EFO_0000275,atrial fibrillation,SH3PXD2A,genetic_association,0.807787467328107,10,False
EFO_0000275,atrial fibrillation,WNT3,genetic_association,0.197518111993423,1,False
EFO_0000275,atrial fibrillation,GOSR2,genetic_association,0.274260786374545,5,False
EFO_0000275,atrial fibrillation,CYTH1,genetic_association,0.297391355238505,1,False
EFO_0000275,atrial fibrillation,YWHAE,genetic_association,0.215581127891651,1,False
EFO_0000275,atrial fibrillation,DBX1,genetic_association,0.231092568393301,4,False
EFO_0000275,atrial fibrillation,ZPR1,genetic_association,0.333556430785393,1,False
EFO_0000275,atrial fibrillation,JHY,genetic_association,0.1451608050208,1,False
EFO_0000275,atrial fibrillation,HSPA8,genetic_association,0.25272698969646,1,False
EFO_0000275,atrial fibrillation,PTGES3,genetic_association,0.205122471153762,4,False
EFO_0000275,atrial fibrillation,ACAD10,genetic_association,0.454466569057365,2,False
EFO_0000275,atrial fibrillation,ALDH2,genetic_association,0.213724110644149,2,False
EFO_0000275,atrial fibrillation,SMIM8,genetic_association,0.165012957501227,3,False
EFO_0000275,atrial fibrillation,CEP85L,genetic_association,0.5931203941361161,5,False
EFO_0000275,atrial fibrillation,SERINC1,genetic_association,0.259761898148805,8,False
EFO_0000275,atrial fibrillation,UST,genetic_association,0.161962470865377,4,False
EFO_0000275,atrial fibrillation,EYA4,genetic_association,0.328379791128516,1,False
EFO_0000275,atrial fibrillation,FBRSL1,genetic_association,0.323094626151416,1,False
EFO_0000275,atrial fibrillation,HMGCR,genetic_association,0.171354682197865,3,False
EFO_0000275,atrial fibrillation,CERT1,genetic_association,0.2236120212157,3,False
EFO_0000275,atrial fibrillation,SLC27A6,genetic_association,0.430778739259351,1,False
EFO_0000275,atrial fibrillation,NUP155,genetic_association,0.5228204859459941,2,False
EFO_0000275,atrial fibrillation,NR3C1,genetic_association,0.757658481625146,4,False
EFO_0000275,atrial fibrillation,CPEB4,genetic_association,0.390498633594559,1,False
EFO_0000275,atrial fibrillation,PCCB,genetic_association,0.130220274563052,1,False
EFO_0000275,atrial fibrillation,GNB4,genetic_association,0.6054458543912521,4,False
EFO_0000275,atrial fibrillation,FRMD4B,genetic_association,0.606926874987436,2,False
EFO_0000275,atrial fibrillation,PPM1G,genetic_association,0.21729635336591,1,False
EFO_0000275,atrial fibrillation,USP34,genetic_association,0.478405955756518,3,False
EFO_0000275,atrial fibrillation,KDM3A,genetic_association,0.262056052493372,3,False
EFO_0000275,atrial fibrillation,CHMP3,genetic_association,0.234053953697969,2,False
EFO_0000275,atrial fibrillation,SLC1A4,genetic_association,0.268030694772234,7,False
EFO_0000275,atrial fibrillation,WIPF1,genetic_association,0.7418930489804031,5,False
EFO_0000275,atrial fibrillation,ORC4,genetic_association,0.180378340380321,1,False
EFO_0000275,atrial fibrillation,AAK1,genetic_association,0.121876616037129,1,False
EFO_0000275,atrial fibrillation,PLEKHA3,genetic_association,0.281604903504824,9,False
EFO_0000275,atrial fibrillation,PRRX1,genetic_association,0.7749382165701421,15,False
EFO_0000275,atrial fibrillation,RAB29,genetic_association,0.140964838889179,3,False
EFO_0000275,atrial fibrillation,CASQ2,genetic_association,0.7215005233342331,4,False
EFO_0000275,atrial fibrillation,CCDC92,genetic_association,0.486979114018685,4,False
EFO_0000275,atrial fibrillation,DCAF4,genetic_association,0.115835772179339,2,False
EFO_0000275,atrial fibrillation,IRF2BPL,genetic_association,0.5658918570492351,3,False
EFO_0000275,atrial fibrillation,ARMH3,genetic_association,0.135923384317819,2,False
EFO_0000275,atrial fibrillation,KCNIP2,genetic_association,0.262110132591992,2,False
EFO_0000275,atrial fibrillation,GORAB,genetic_association,0.4103394444998,9,False
EFO_0000275,atrial fibrillation,KCNJ5,genetic_association,0.676078180683483,7,False
EFO_0000275,atrial fibrillation,PLXDC2,genetic_association,0.110681350545292,1,False
EFO_0000275,atrial fibrillation,ACVR2A,genetic_association,0.136098732428077,1,False
EFO_0000275,atrial fibrillation,POLK,genetic_association,0.105857984862086,3,False
EFO_0000275,atrial fibrillation,MYOG,genetic_association,0.17572255478202,9,False
EFO_0000275,atrial fibrillation,BHLHE41,genetic_association,0.286917627177928,7,False
EFO_0000275,atrial fibrillation,SSPN,genetic_association,0.7822013936554321,7,False
EFO_0000275,atrial fibrillation,KCNJ2,genetic_association,0.53626328487059,4,False
EFO_0000275,atrial fibrillation,AGO2,genetic_association,0.221004950176947,4,False
EFO_0000275,atrial fibrillation,SNRNP27,genetic_association,0.219156117767526,5,False
EFO_0000275,atrial fibrillation,CDKN1A,genetic_association,0.62557394722405,6,False
EFO_0000275,atrial fibrillation,ATXN1,genetic_association,0.413303827748304,6,False
EFO_0000275,atrial fibrillation,DEK,genetic_association,0.476765616980687,4,False
EFO_0000275,atrial fibrillation,BMP2,genetic_association,0.273183822322083,2,False
EFO_0000275,atrial fibrillation,PCID2,genetic_association,0.120491505019818,1,False
EFO_0000275,atrial fibrillation,BEST3,genetic_association,0.646795943628328,4,False
EFO_0000275,atrial fibrillation,CALU,genetic_association,0.141826643243174,4,False
EFO_0000275,atrial fibrillation,OPN1SW,genetic_association,0.339904664535218,4,False
EFO_0000275,atrial fibrillation,CGNL1,genetic_association,0.442696993549767,1,False
EFO_0000275,atrial fibrillation,ALDH1A2,genetic_association,0.457043279937735,1,False
EFO_0000275,atrial fibrillation,APOC1,genetic_association,0.323528328841816,1,False
EFO_0000275,atrial fibrillation,XPO7,genetic_association,0.269871659392844,4,False
EFO_0000275,atrial fibrillation,GATA5,genetic_association,0.321976760999873,1,False
EFO_0000275,atrial fibrillation,HIP1R,genetic_association,0.139193887243256,1,False
EFO_0000275,atrial fibrillation,CASZ1,genetic_association,0.6843980734390931,5,False
EFO_0000275,atrial fibrillation,MYO18B,genetic_association,0.513747886578387,1,False
EFO_0000275,atrial fibrillation,PSRC1,genetic_association,0.250279535371315,1,False
EFO_0000275,atrial fibrillation,SOX5,genetic_association,0.6209267467213471,5,False
EFO_0000275,atrial fibrillation,FADS2,genetic_association,0.182843115274102,1,False
EFO_0000275,atrial fibrillation,TBX3,genetic_association,0.554057587587182,2,False
EFO_0000275,atrial fibrillation,PKIB,genetic_association,0.277748165040316,8,False
EFO_0000275,atrial fibrillation,ABHD17C,genetic_association,0.52000224245365,1,False
EFO_0000275,atrial fibrillation,GATA4,genetic_association,0.217593611283923,1,False
EFO_0000275,atrial fibrillation,GYPC,genetic_association,0.5233636647761161,1,False
EFO_0000275,atrial fibrillation,PSMB7,genetic_association,0.331746757482366,1,False
EFO_0000275,atrial fibrillation,GMPR,genetic_association,0.294882555013349,6,False
EFO_0000275,atrial fibrillation,HMGA1,genetic_association,0.18106895276033,1,False
EFO_0000275,atrial fibrillation,TPMT,genetic_association,0.207667654633439,4,False
EFO_0000275,atrial fibrillation,SORL1,genetic_association,0.481856670401444,2,False
EFO_0000275,atrial fibrillation,GCOM1,genetic_association,0.6584624423671761,2,False
EFO_0000275,atrial fibrillation,RAB1A,genetic_association,0.142261626876599,7,False
EFO_0000275,atrial fibrillation,PREPL,genetic_association,0.12149866166231,1,False
EFO_0000275,atrial fibrillation,ATRAID,genetic_association,0.183348908490239,1,False
EFO_0000275,atrial fibrillation,HCN4,genetic_association,0.606227442659188,10,False
EFO_0000275,atrial fibrillation,ARHGAP24,genetic_association,0.5434218253802301,1,False
EFO_0000275,atrial fibrillation,FGF5,genetic_association,0.6727794117199051,4,False
EFO_0000275,atrial fibrillation,ENPEP,genetic_association,0.175934838840808,50,False
EFO_0000275,atrial fibrillation,YARS2,genetic_association,0.214500570022506,5,False
EFO_0000275,atrial fibrillation,PHLDA1,genetic_association,0.307191237986992,4,False
EFO_0000275,atrial fibrillation,CUL4A,genetic_association,0.333825117012255,1,False
EFO_0000275,atrial fibrillation,ESR2,genetic_association,0.7767096205527051,7,False
EFO_0000275,atrial fibrillation,TLE3,genetic_association,0.450356380908048,1,False
EFO_0000275,atrial fibrillation,IGF1R,genetic_association,0.697946549735129,3,False
EFO_0000275,atrial fibrillation,USP3,genetic_association,0.362750690590823,3,False
EFO_0000275,atrial fibrillation,FTO,genetic_association,0.323941341062149,1,False
EFO_0000275,atrial fibrillation,ZFHX3,genetic_association,0.7384901948783511,26,False
EFO_0000275,atrial fibrillation,RPL3L,genetic_association,0.5589765169398261,11,False
EFO_0000275,atrial fibrillation,RPS2,genetic_association,0.221080480904757,1,False
EFO_0000275,atrial fibrillation,NDUFB10,genetic_association,0.170025258097094,4,False
EFO_0000275,atrial fibrillation,MYOCD,genetic_association,0.641434257973983,2,False
EFO_0000275,atrial fibrillation,GARIN5A,genetic_association,0.134521583456031,3,False
EFO_0000275,atrial fibrillation,HSPG2,genetic_association,0.412627979099713,1,False
EFO_0000275,atrial fibrillation,CELSR2,genetic_association,0.296780207308329,1,False
EFO_0000275,atrial fibrillation,KCNN3,genetic_association,0.7088904208718271,20,False
EFO_0000275,atrial fibrillation,PPFIA4,genetic_association,0.5840160417936221,9,False
EFO_0000275,atrial fibrillation,CAMKMT,genetic_association,0.194567274112841,1,False
EFO_0000275,atrial fibrillation,CAND2,genetic_association,0.7623979825125461,7,False
EFO_0000275,atrial fibrillation,SLC25A26,genetic_association,0.328282987489027,4,False
EFO_0000275,atrial fibrillation,LRIG1,genetic_association,0.720703791268534,4,False
EFO_0000275,atrial fibrillation,PHLDB2,genetic_association,0.612677255460774,4,False
EFO_0000275,atrial fibrillation,ABHD10,genetic_association,0.166862427510744,4,False
EFO_0000275,atrial fibrillation,CAMK2D,genetic_association,0.6844675358644631,3,False
EFO_0000275,atrial fibrillation,CISD2,genetic_association,0.19847719142585,3,False
EFO_0000275,atrial fibrillation,TBC1D32,genetic_association,0.245745079349713,1,False
EFO_0000275,atrial fibrillation,CREB5,genetic_association,0.6888956044602971,3,False
EFO_0000275,atrial fibrillation,AOPEP,genetic_association,0.79441936976976,7,False
EFO_0000275,atrial fibrillation,ZNF462,genetic_association,0.501566779976486,1,False
EFO_0000275,atrial fibrillation,NRBF2,genetic_association,0.139289184341538,4,False
EFO_0000275,atrial fibrillation,LRMDA,genetic_association,0.567107763383222,3,False
EFO_0000275,atrial fibrillation,TCF7L2,genetic_association,0.6648827022869821,4,False
EFO_0000275,atrial fibrillation,FADS1,genetic_association,0.170418179997818,1,False
EFO_0000275,atrial fibrillation,THRB,genetic_association,0.6219009836744801,3,False
EFO_0000275,atrial fibrillation,AKAP6,genetic_association,0.7886227707823881,6,False
EFO_0000275,atrial fibrillation,SACS,genetic_association,0.219121162035662,3,False
EFO_0000275,atrial fibrillation,GJA1,genetic_association,0.308280430761767,1,False
EFO_0000275,atrial fibrillation,CATSPER3,genetic_association,0.149590060329235,1,False
EFO_0000275,atrial fibrillation,PRDM8,genetic_association,0.194172772885366,4,False
EFO_0000275,atrial fibrillation,KCNJ16,genetic_association,0.113557851299184,2,False
EFO_0000275,atrial fibrillation,TTN,genetic_association,0.8277083219103951,65,False
EFO_0000275,atrial fibrillation,SLC24A2,genetic_association,0.110985701562281,1,False
EFO_0000275,atrial fibrillation,SAMD8,genetic_association,0.225130921245266,1,False
EFO_0000275,atrial fibrillation,FBXO32,genetic_association,0.6637240702536521,5,False
EFO_0000275,atrial fibrillation,MX1,genetic_association,0.535108495967171,1,False
EFO_0000275,atrial fibrillation,RHBDL2,genetic_association,0.387170692873391,1,False
EFO_0000275,atrial fibrillation,CLIC6,genetic_association,0.480463198042683,3,False
EFO_0000275,atrial fibrillation,SIK3,genetic_association,0.224066449101852,1,False
EFO_0000275,atrial fibrillation,PCSK7,genetic_association,0.121987333605056,1,False
EFO_0000275,atrial fibrillation,ADAR,genetic_association,0.154537614630482,2,False
EFO_0000275,atrial fibrillation,IL6R,genetic_association,0.5037536829443481,2,False
EFO_0000275,atrial fibrillation,IKZF3,genetic_association,0.231171249879551,2,False
EFO_0000275,atrial fibrillation,EMC10,genetic_association,0.131981284345506,3,False
EFO_0000275,atrial fibrillation,PMVK,genetic_association,0.188890721426977,8,False
EFO_0000275,atrial fibrillation,ADORA1,genetic_association,0.251276602980158,9,False
EFO_0000275,atrial fibrillation,SLC9B1,genetic_association,0.483987193952113,3,False
EFO_0000275,atrial fibrillation,SLC9B2,genetic_association,0.107078173024232,3,False
EFO_0000275,atrial fibrillation,PITX2,genetic_association,0.8169662705218441,54,False
EFO_0000275,atrial fibrillation,SCRG1,genetic_association,0.109786230669372,3,False
EFO_0000275,atrial fibrillation,HAND2,genetic_association,0.799173492510679,8,False
EFO_0000275,atrial fibrillation,GJB7,genetic_association,0.167338612738198,3,False
EFO_0000275,atrial fibrillation,DCBLD1,genetic_association,0.199628358762643,1,False
EFO_0000275,atrial fibrillation,COG5,genetic_association,0.182684929202171,1,False
EFO_0000275,atrial fibrillation,PEX2,genetic_association,0.484613023298731,1,False
EFO_0000275,atrial fibrillation,SUN1,genetic_association,0.321743078265276,1,False
EFO_0000275,atrial fibrillation,KDM1B,genetic_association,0.519896094584794,4,False
EFO_0000275,atrial fibrillation,CFL2,genetic_association,0.6392175221182891,3,False
EFO_0000275,atrial fibrillation,REEP3,genetic_association,0.378578263931058,4,False
EFO_0000275,atrial fibrillation,LIPC,genetic_association,0.536622197712409,1,False
EFO_0000275,atrial fibrillation,CLMP,genetic_association,0.314447241670867,1,False
EFO_0000275,atrial fibrillation,SCN3B,genetic_association,0.8068265241261371,9,False
EFO_0000275,atrial fibrillation,SYNPO2L,genetic_association,0.6574913904605161,10,False
EFO_0000275,atrial fibrillation,NDST2,genetic_association,0.126831527474326,8,False
EFO_0000275,atrial fibrillation,NAV2,genetic_association,0.431983377737068,4,False
EFO_0000275,atrial fibrillation,SRR,genetic_association,0.130820651491079,1,False
EFO_0000275,atrial fibrillation,MTCL1,genetic_association,0.106951521902056,2,False
EFO_0000275,atrial fibrillation,TET2,genetic_association,0.285412966699535,4,False
EFO_0000275,atrial fibrillation,PTK2,genetic_association,0.498843938750927,4,False
EFO_0000275,atrial fibrillation,ZEB2,genetic_association,0.296420171387884,1,False
EFO_0000275,atrial fibrillation,VGLL2,genetic_association,0.440978701646385,2,False
EFO_0000275,atrial fibrillation,CHRNB1,genetic_association,0.170935582162024,2,False
EFO_0000275,atrial fibrillation,CMTM8,genetic_association,0.489767994127063,1,False
EFO_0000275,atrial fibrillation,ZNF804A,genetic_association,0.111854502009801,1,False
EFO_0000275,atrial fibrillation,MTSS1,genetic_association,0.5273651600160271,2,False
EFO_0000275,atrial fibrillation,KCND3,genetic_association,0.790747771512029,10,False
EFO_0000275,atrial fibrillation,ASXL1,genetic_association,0.165092058125778,1,False
EFO_0000275,atrial fibrillation,SLFNL1,genetic_association,0.150191297850369,1,False
EFO_0000275,atrial fibrillation,MLLT3,genetic_association,0.36950570581656,1,False
EFO_0000275,atrial fibrillation,JMJD1C,genetic_association,0.5179035380749321,4,False
EFO_0000275,atrial fibrillation,ORMDL3,genetic_association,0.126654832791554,2,False
EFO_0000275,atrial fibrillation,ARNT2,genetic_association,0.70527028415975,7,False
EFO_0000275,atrial fibrillation,AGAP5,genetic_association,0.421657334927715,8,False
EFO_0000275,atrial fibrillation,CKS1B,genetic_association,0.247560058378236,11,False
EFO_0000275,atrial fibrillation,TRIB1,genetic_association,0.449666891828516,1,False
EFO_0000275,atrial fibrillation,XXYLT1,genetic_association,0.343844160081023,1,False
EFO_0000275,atrial fibrillation,ZBTB4,genetic_association,0.193726483706233,2,False
EFO_0000275,atrial fibrillation,KCNJ5-AS1,genetic_association,0.313991880723382,7,False
EFO_0000275,atrial fibrillation,MSL2,genetic_association,0.186665634324393,1,False
EFO_0000275,atrial fibrillation,LPL,genetic_association,0.461698780644547,1,False
EFO_0000275,atrial fibrillation,KLHL38,genetic_association,0.435086524115459,2,False
EFO_0000275,atrial fibrillation,SEC24C,genetic_association,0.177125653889815,8,False
EFO_0000275,atrial fibrillation,SCN4B,genetic_association,0.8274613634158171,3,False
EFO_0000275,atrial fibrillation,MYOZ1,genetic_association,0.115722045823334,7,False
EFO_0000275,atrial fibrillation,ERBB4,genetic_association,0.5023894707512231,1,False
EFO_0000275,atrial fibrillation,RFLNA,genetic_association,0.562229492614698,4,False
EFO_0000275,atrial fibrillation,ZNF664,genetic_association,0.309563326468431,3,False
EFO_0000275,atrial fibrillation,RPRML,genetic_association,0.242363528612552,5,False
EFO_0000275,atrial fibrillation,ANKRD18A,genetic_association,0.344434943660626,1,False
EFO_0000275,atrial fibrillation,PAK2,genetic_association,0.396199093628445,1,False
EFO_0000275,atrial fibrillation,ZNF572,genetic_association,0.49855037396003,2,False
EFO_0000275,atrial fibrillation,POLR2A,genetic_association,0.212298653663154,2,False
EFO_0000275,atrial fibrillation,NKX2-5,genetic_association,0.682036567684931,4,False
EFO_0000275,atrial fibrillation,CTNNA3,genetic_association,0.5071055572127641,2,False
EFO_0000275,atrial fibrillation,CHEK2,genetic_association,0.5471377178504591,1,False
EFO_0000275,atrial fibrillation,TUBA8,genetic_association,0.6333989091933411,2,False
EFO_0000275,atrial fibrillation,SCN5A,genetic_association,0.6891570855744641,13,False
EFO_0000275,atrial fibrillation,TMPRSS2,genetic_association,0.114326143530688,1,False
EFO_0000275,atrial fibrillation,SLIT3,genetic_association,0.474293950296259,1,False
EFO_0000275,atrial fibrillation,EFNA5,genetic_association,0.316749210466564,1,False
EFO_0000275,atrial fibrillation,C5orf47,genetic_association,0.111501966837698,1,False
EFO_0000275,atrial fibrillation,SCN10A,genetic_association,0.7284849276395421,5,False
EFO_0000275,atrial fibrillation,ZPBP2,genetic_association,0.28297549216256,2,False
EFO_0000275,atrial fibrillation,SMIM29,genetic_association,0.45442142415475,1,False
EFO_0000275,atrial fibrillation,MAPT,genetic_association,0.5211466682261361,1,False
EFO_0000275,atrial fibrillation,NAP1L1,genetic_association,0.171876153935761,4,False
EFO_0000275,atrial fibrillation,PLEKHN1,genetic_association,0.283613893717601,1,False
EFO_0000275,atrial fibrillation,PERM1,genetic_association,0.322452424398392,1,False
EFO_0000275,atrial fibrillation,FSIP2,genetic_association,0.280349564415348,1,False
EFO_0000275,atrial fibrillation,BSX,genetic_association,0.155648101328493,1,False
EFO_0000275,atrial fibrillation,ZNF292,genetic_association,0.384298831269943,3,False
EFO_0000275,atrial fibrillation,ANKDD1B,genetic_association,0.240699124027385,3,False
EFO_0000275,atrial fibrillation,LITAF,genetic_association,0.100839888599423,1,False
EFO_0000275,atrial fibrillation,SPATS2L,genetic_association,0.7039326839024991,4,False
EFO_0000275,atrial fibrillation,GTF2IRD2,genetic_association,0.16830210044558,2,False
EFO_0000275,atrial fibrillation,SLC35F1,genetic_association,0.6169333564164671,3,False
EFO_0000275,atrial fibrillation,NCOR2,genetic_association,0.48025103013576,1,False
EFO_0000275,atrial fibrillation,NACA,genetic_association,0.307319598814517,4,False
EFO_0000275,atrial fibrillation,MAML3,genetic_association,0.323625512450777,1,False
EFO_0000275,atrial fibrillation,FUT11,genetic_association,0.113938214266639,7,False
EFO_0000275,atrial fibrillation,ANXA4,genetic_association,0.462394397686759,6,False
EFO_0000275,atrial fibrillation,FBXL22,genetic_association,0.233873616664044,3,False
EFO_0000275,atrial fibrillation,MYH6,genetic_association,0.499246607969492,4,False
EFO_0000275,atrial fibrillation,DNAH10,genetic_association,0.101216882733513,2,False
EFO_0000275,atrial fibrillation,INKA2,genetic_association,0.205880791177083,5,False
EFO_0000275,atrial fibrillation,OGA,genetic_association,0.159424960252664,2,False
EFO_0000275,atrial fibrillation,PLN,genetic_association,0.159857287352923,5,False
EFO_0000275,atrial fibrillation,MSRB1,genetic_association,0.194703795885664,2,False
EFO_0000275,atrial fibrillation,LRRC10,genetic_association,0.335030672071959,1,False
EFO_0000275,atrial fibrillation,NTMT2,genetic_association,0.6442479439664011,17,False
EFO_0000275,atrial fibrillation,RBM20,genetic_association,0.318219683261209,1,False
EFO_0000275,atrial fibrillation,C1orf185,genetic_association,0.206902743941502,1,False
EFO_0000275,atrial fibrillation,MBD5,genetic_association,0.217032885050939,1,False
EFO_0000275,atrial fibrillation,DPF3,genetic_association,0.590907360068828,2,False
EFO_0000275,atrial fibrillation,DEFB135,genetic_association,0.177506485130668,2,False
EFO_0000275,atrial fibrillation,DEFB136,genetic_association,0.307511678792366,2,False
EFO_0000275,atrial fibrillation,RAB12,genetic_association,0.432233884437817,2,False
EFO_0000275,atrial fibrillation,TM6SF2,genetic_association,0.117437685850397,1,False
EFO_0000275,atrial fibrillation,ZSWIM8,genetic_association,0.230446488776359,8,False
EFO_0000275,atrial fibrillation,PEX26,genetic_association,0.182255624595492,2,False
EFO_0000275,atrial fibrillation,TDRD15,genetic_association,0.415674501345475,2,False
EFO_0000275,atrial fibrillation,CELA3B,genetic_association,0.119134530867667,1,False
EFO_0000275,atrial fibrillation,FAM133B,genetic_association,0.108414258417613,2,False
EFO_0000275,atrial fibrillation,TNFSF12,genetic_association,0.232246241641338,3,False
EFO_0000275,atrial fibrillation,GET4,genetic_association,0.203258104956979,1,False
EFO_0000275,atrial fibrillation,PLCXD2,genetic_association,0.230379611166214,4,False
EFO_0000275,atrial fibrillation,TNFSF12-TNFSF13,genetic_association,0.222249213651442,3,False
EFO_0000275,atrial fibrillation,STH,genetic_association,0.125204592993797,1,False
EFO_0000275,atrial fibrillation,CTXND1,genetic_association,0.306008665295583,7,False
EFO_0000275,atrial fibrillation,BLID,genetic_association,0.169044163837431,2,False
